Order ID#,Quantity Ordered,MSRP,Our Price,Product Type
48,32," $21,400.00 "," $10,000.00 ",Classic Cars
49,41," $21,400.00 "," $10,000.00 ",Classic Cars
50,36," $21,400.00 "," $10,000.00 ",Classic Cars
51,24," $21,400.00 "," $10,000.00 ",Classic Cars
52,23," $21,400.00 "," $10,000.00 ",Classic Cars
53,50," $21,400.00 "," $10,000.00 ",Classic Cars
54,39," $11,800.00 "," $9,991.00 ",Motorcycles
55,29," $11,800.00 "," $9,634.00 ",Motorcycles
56,27," $11,800.00 "," $10,000.00 ",Motorcycles
57,37," $11,800.00 "," $10,000.00 ",Motorcycles
58,37," $11,800.00 "," $10,000.00 ",Motorcycles
59,27," $11,800.00 "," $10,000.00 ",Motorcycles
60,42," $11,800.00 "," $10,000.00 ",Motorcycles
61,38," $11,800.00 "," $9,634.00 ",Motorcycles
62,24," $11,800.00 "," $10,000.00 ",Motorcycles
63,23," $11,800.00 "," $10,000.00 ",Motorcycles
64,47," $11,800.00 "," $10,000.00 ",Motorcycles
65,22," $11,800.00 "," $10,000.00 ",Motorcycles
66,44," $11,800.00 "," $10,000.00 ",Motorcycles
67,40," $11,800.00 "," $10,000.00 ",Motorcycles
68,22," $11,800.00 "," $10,000.00 ",Motorcycles
69,47," $11,800.00 "," $10,000.00 ",Motorcycles
70,39," $11,800.00 "," $9,634.00 ",Motorcycles
71,34," $11,800.00 "," $10,000.00 ",Motorcycles
72,45," $11,800.00 "," $10,000.00 ",Motorcycles
73,20," $11,800.00 "," $10,000.00 ",Motorcycles
74,40," $11,800.00 "," $6,892.00 ",Motorcycles
75,26," $11,800.00 "," $5,115.00 ",Motorcycles
76,39," $11,800.00 "," $10,000.00 ",Motorcycles
77,50," $11,800.00 "," $4,451.00 ",Motorcycles
78,45," $11,800.00 "," $10,000.00 ",Motorcycles
79,45," $11,800.00 "," $10,000.00 ",Motorcycles
80,27," $19,300.00 "," $10,000.00 ",Motorcycles
81,46," $19,300.00 "," $10,000.00 ",Motorcycles
82,31," $19,300.00 "," $10,000.00 ",Motorcycles
83,33," $19,300.00 "," $10,000.00 ",Motorcycles
84,22," $19,300.00 "," $10,000.00 ",Motorcycles
85,20," $19,300.00 "," $10,000.00 ",Motorcycles
86,41," $19,300.00 "," $10,000.00 ",Motorcycles
87,45," $19,300.00 "," $10,000.00 ",Motorcycles
88,49," $19,300.00 "," $10,000.00 ",Motorcycles
89,34," $19,300.00 "," $10,000.00 ",Motorcycles
90,49," $19,300.00 "," $10,000.00 ",Motorcycles
91,39," $19,300.00 "," $10,000.00 ",Motorcycles
92,43," $19,300.00 "," $10,000.00 ",Motorcycles
93,41," $19,300.00 "," $10,000.00 ",Motorcycles
94,36," $19,300.00 "," $10,000.00 ",Motorcycles
95,27," $19,300.00 "," $10,000.00 ",Motorcycles
96,29," $19,300.00 "," $10,000.00 ",Motorcycles
97,20," $19,300.00 "," $10,000.00 ",Motorcycles
98,37," $19,300.00 "," $10,000.00 ",Motorcycles
99,26," $19,300.00 "," $10,000.00 ",Motorcycles
100,39," $19,300.00 "," $7,667.00 ",Motorcycles
101,22," $19,300.00 "," $10,000.00 ",Motorcycles
102,22," $19,300.00 "," $10,000.00 ",Motorcycles
103,21," $19,300.00 "," $8,677.00 ",Motorcycles
104,66," $19,300.00 "," $10,000.00 ",Motorcycles
105,56," $19,300.00 "," $10,000.00 ",Motorcycles
106,50," $13,600.00 "," $10,000.00 ",Classic Cars
107,46," $13,600.00 "," $10,000.00 ",Classic Cars
108,33," $13,600.00 "," $10,000.00 ",Classic Cars
109,49," $13,600.00 "," $10,000.00 ",Classic Cars
110,32," $13,600.00 "," $10,000.00 ",Classic Cars
111,44," $13,600.00 "," $10,000.00 ",Classic Cars
112,24," $13,600.00 "," $10,000.00 ",Classic Cars
113,26," $13,600.00 "," $10,000.00 ",Classic Cars
114,45," $13,600.00 "," $10,000.00 ",Classic Cars
115,39," $13,600.00 "," $10,000.00 ",Classic Cars
116,49," $13,600.00 "," $10,000.00 ",Classic Cars
117,20," $13,600.00 "," $10,000.00 ",Classic Cars
118,27," $13,600.00 "," $10,000.00 ",Classic Cars
119,30," $13,600.00 "," $10,000.00 ",Classic Cars
120,25," $13,600.00 "," $10,000.00 ",Classic Cars
121,24," $13,600.00 "," $10,000.00 ",Classic Cars
122,22," $13,600.00 "," $10,000.00 ",Classic Cars
123,33," $13,600.00 "," $10,000.00 ",Classic Cars
124,47," $13,600.00 "," $6,493.00 ",Classic Cars
125,25," $13,600.00 "," $4,805.00 ",Classic Cars
126,26," $13,600.00 "," $7,547.00 ",Classic Cars
127,48," $13,600.00 "," $5,468.00 ",Classic Cars
128,39," $13,600.00 "," $10,000.00 ",Classic Cars
129,34," $13,600.00 "," $10,000.00 ",Classic Cars
130,32," $13,600.00 "," $10,000.00 ",Classic Cars
131,64," $13,600.00 "," $10,000.00 ",Classic Cars
132,19," $13,600.00 "," $10,000.00 ",Classic Cars
133,42," $14,700.00 "," $10,000.00 ",Classic Cars
134,31," $14,700.00 "," $10,000.00 ",Classic Cars
135,22," $14,700.00 "," $10,000.00 ",Classic Cars
136,26," $14,700.00 "," $10,000.00 ",Classic Cars
137,20," $14,700.00 "," $10,000.00 ",Classic Cars
138,21," $14,700.00 "," $10,000.00 ",Classic Cars
139,33," $14,700.00 "," $10,000.00 ",Classic Cars
140,28," $14,700.00 "," $10,000.00 ",Classic Cars
141,26," $14,700.00 "," $10,000.00 ",Classic Cars
142,31," $14,700.00 "," $10,000.00 ",Classic Cars
143,48," $14,700.00 "," $10,000.00 ",Classic Cars
144,50," $14,700.00 "," $10,000.00 ",Classic Cars
145,28," $14,700.00 "," $10,000.00 ",Classic Cars
146,26," $14,700.00 "," $10,000.00 ",Classic Cars
147,32," $14,700.00 "," $10,000.00 ",Classic Cars
148,44," $14,700.00 "," $10,000.00 ",Classic Cars
149,30," $14,700.00 "," $10,000.00 ",Classic Cars
150,38," $14,700.00 "," $10,000.00 ",Classic Cars
151,40," $14,700.00 "," $10,000.00 ",Classic Cars
152,46," $14,700.00 "," $6,199.00 ",Classic Cars
153,26," $14,700.00 "," $10,000.00 ",Classic Cars
154,27," $14,700.00 "," $10,000.00 ",Classic Cars
155,43," $14,700.00 "," $10,000.00 ",Classic Cars
156,35," $14,700.00 "," $6,563.00 ",Classic Cars
157,37," $14,700.00 "," $10,000.00 ",Classic Cars
158,37," $14,700.00 "," $4,690.00 ",Classic Cars
159,27," $14,700.00 "," $10,000.00 ",Classic Cars
160,38," $14,700.00 "," $10,000.00 ",Classic Cars
161,33," $19,400.00 "," $10,000.00 ",Classic Cars
162,42," $19,400.00 "," $10,000.00 ",Classic Cars
163,42," $19,400.00 "," $10,000.00 ",Classic Cars
164,48," $19,400.00 "," $10,000.00 ",Classic Cars
165,41," $19,400.00 "," $10,000.00 ",Classic Cars
166,30," $19,400.00 "," $10,000.00 ",Classic Cars
167,27," $19,400.00 "," $10,000.00 ",Classic Cars
168,21," $19,400.00 "," $10,000.00 ",Classic Cars
169,20," $19,400.00 "," $10,000.00 ",Classic Cars
170,41," $19,400.00 "," $10,000.00 ",Classic Cars
171,27," $19,400.00 "," $10,000.00 ",Classic Cars
172,28," $19,400.00 "," $10,000.00 ",Classic Cars
173,24," $19,400.00 "," $10,000.00 ",Classic Cars
174,44," $19,400.00 "," $10,000.00 ",Classic Cars
175,50," $19,400.00 "," $10,000.00 ",Classic Cars
176,21," $19,400.00 "," $10,000.00 ",Classic Cars
177,33," $19,400.00 "," $10,000.00 ",Classic Cars
178,33," $19,400.00 "," $10,000.00 ",Classic Cars
179,31," $19,400.00 "," $10,000.00 ",Classic Cars
180,41," $19,400.00 "," $7,147.00 ",Classic Cars
181,45," $19,400.00 "," $7,965.00 ",Classic Cars
182,33," $19,400.00 "," $8,539.00 ",Classic Cars
183,45," $19,400.00 "," $7,600.00 ",Classic Cars
184,26," $19,400.00 "," $9,904.00 ",Classic Cars
185,12," $19,400.00 "," $10,000.00 ",Classic Cars
186,41," $20,700.00 "," $10,000.00 ",Classic Cars
187,33," $20,700.00 "," $10,000.00 ",Classic Cars
188,46," $20,700.00 "," $10,000.00 ",Classic Cars
189,33," $20,700.00 "," $10,000.00 ",Classic Cars
190,20," $20,700.00 "," $10,000.00 ",Classic Cars
191,44," $20,700.00 "," $10,000.00 ",Classic Cars
192,33," $20,700.00 "," $10,000.00 ",Classic Cars
193,21," $20,700.00 "," $10,000.00 ",Classic Cars
194,47," $20,700.00 "," $10,000.00 ",Classic Cars
195,46," $20,700.00 "," $10,000.00 ",Classic Cars
196,32," $20,700.00 "," $10,000.00 ",Classic Cars
197,42," $20,700.00 "," $10,000.00 ",Classic Cars
198,44," $20,700.00 "," $10,000.00 ",Classic Cars
199,35," $20,700.00 "," $10,000.00 ",Classic Cars
200,41," $20,700.00 "," $10,000.00 ",Classic Cars
201,46," $20,700.00 "," $10,000.00 ",Classic Cars
202,31," $20,700.00 "," $10,000.00 ",Classic Cars
203,38," $20,700.00 "," $10,000.00 ",Classic Cars
204,42," $20,700.00 "," $6,400.00 ",Classic Cars
205,33," $20,700.00 "," $5,722.00 ",Classic Cars
206,48," $20,700.00 "," $5,236.00 ",Classic Cars
207,42," $20,700.00 "," $10,000.00 ",Classic Cars
208,32," $20,700.00 "," $10,000.00 ",Classic Cars
209,34," $20,700.00 "," $10,000.00 ",Classic Cars
210,33," $20,700.00 "," $6,912.00 ",Classic Cars
211,36," $20,700.00 "," $10,000.00 ",Classic Cars
212,27," $13,600.00 "," $10,000.00 ",Trucks and Buses
213,21," $13,600.00 "," $10,000.00 ",Trucks and Buses
214,21," $13,600.00 "," $10,000.00 ",Trucks and Buses
215,38," $13,600.00 "," $10,000.00 ",Trucks and Buses
216,30," $13,600.00 "," $10,000.00 ",Trucks and Buses
217,49," $13,600.00 "," $10,000.00 ",Trucks and Buses
218,43," $13,600.00 "," $10,000.00 ",Trucks and Buses
219,41," $13,600.00 "," $10,000.00 ",Trucks and Buses
220,38," $13,600.00 "," $10,000.00 ",Trucks and Buses
221,28," $13,600.00 "," $10,000.00 ",Trucks and Buses
222,43," $13,600.00 "," $10,000.00 ",Trucks and Buses
223,25," $13,600.00 "," $10,000.00 ",Trucks and Buses
224,38," $13,600.00 "," $10,000.00 ",Trucks and Buses
225,41," $13,600.00 "," $10,000.00 ",Trucks and Buses
226,28," $13,600.00 "," $10,000.00 ",Trucks and Buses
227,25," $13,600.00 "," $10,000.00 ",Trucks and Buses
228,41," $13,600.00 "," $10,000.00 ",Trucks and Buses
229,39," $13,600.00 "," $10,000.00 ",Trucks and Buses
230,21," $13,600.00 "," $10,000.00 ",Trucks and Buses
231,27," $13,600.00 "," $10,000.00 ",Trucks and Buses
232,33," $13,600.00 "," $9,921.00 ",Trucks and Buses
233,29," $13,600.00 "," $10,000.00 ",Trucks and Buses
234,49," $13,600.00 "," $10,000.00 ",Trucks and Buses
235,49," $13,600.00 "," $10,000.00 ",Trucks and Buses
236,20," $13,600.00 "," $10,000.00 ",Trucks and Buses
237,39," $13,600.00 "," $6,320.00 ",Trucks and Buses
238,40," $13,600.00 "," $10,000.00 ",Trucks and Buses
239,49," $13,600.00 "," $10,000.00 ",Trucks and Buses
240,21," $15,000.00 "," $10,000.00 ",Motorcycles
241,50," $15,000.00 "," $10,000.00 ",Motorcycles
242,20," $15,000.00 "," $10,000.00 ",Motorcycles
243,49," $15,000.00 "," $10,000.00 ",Motorcycles
244,38," $15,000.00 "," $10,000.00 ",Motorcycles
245,35," $15,000.00 "," $10,000.00 ",Motorcycles
246,40," $15,000.00 "," $10,000.00 ",Motorcycles
247,28," $15,000.00 "," $10,000.00 ",Motorcycles
248,25," $15,000.00 "," $10,000.00 ",Motorcycles
249,36," $15,000.00 "," $10,000.00 ",Motorcycles
250,43," $15,000.00 "," $10,000.00 ",Motorcycles
251,32," $15,000.00 "," $10,000.00 ",Motorcycles
252,46," $15,000.00 "," $10,000.00 ",Motorcycles
253,48," $15,000.00 "," $10,000.00 ",Motorcycles
254,43," $15,000.00 "," $10,000.00 ",Motorcycles
255,49," $15,000.00 "," $10,000.00 ",Motorcycles
256,24," $15,000.00 "," $10,000.00 ",Motorcycles
257,26," $15,000.00 "," $10,000.00 ",Motorcycles
258,30," $15,000.00 "," $10,000.00 ",Motorcycles
259,24," $15,000.00 "," $10,000.00 ",Motorcycles
260,55," $15,000.00 "," $10,000.00 ",Motorcycles
261,22," $15,000.00 "," $10,000.00 ",Motorcycles
262,49," $15,000.00 "," $7,892.00 ",Motorcycles
263,44," $15,000.00 "," $10,000.00 ",Motorcycles
264,66," $15,000.00 "," $10,000.00 ",Motorcycles
265,21," $15,000.00 "," $10,000.00 ",Motorcycles
266,34," $15,100.00 "," $10,000.00 ",Classic Cars
267,43," $15,100.00 "," $10,000.00 ",Classic Cars
268,46," $15,100.00 "," $10,000.00 ",Classic Cars
269,33," $15,100.00 "," $10,000.00 ",Classic Cars
270,42," $15,100.00 "," $10,000.00 ",Classic Cars
271,34," $15,100.00 "," $10,000.00 ",Classic Cars
272,47," $15,100.00 "," $10,000.00 ",Classic Cars
273,33," $15,100.00 "," $10,000.00 ",Classic Cars
274,24," $15,100.00 "," $10,000.00 ",Classic Cars
275,26," $15,100.00 "," $10,000.00 ",Classic Cars
276,30," $15,100.00 "," $10,000.00 ",Classic Cars
277,43," $15,100.00 "," $10,000.00 ",Classic Cars
278,25," $15,100.00 "," $10,000.00 ",Classic Cars
279,27," $15,100.00 "," $10,000.00 ",Classic Cars
280,27," $15,100.00 "," $10,000.00 ",Classic Cars
281,24," $15,100.00 "," $10,000.00 ",Classic Cars
282,34," $15,100.00 "," $10,000.00 ",Classic Cars
283,46," $15,100.00 "," $10,000.00 ",Classic Cars
284,27," $15,100.00 "," $5,433.00 ",Classic Cars
285,33," $15,100.00 "," $10,000.00 ",Classic Cars
286,47," $15,100.00 "," $10,000.00 ",Classic Cars
287,49," $15,100.00 "," $5,534.00 ",Classic Cars
288,40," $15,100.00 "," $10,000.00 ",Classic Cars
289,37," $15,100.00 "," $10,000.00 ",Classic Cars
290,47," $15,100.00 "," $10,000.00 ",Classic Cars
291,45," $11,700.00 "," $10,000.00 ",Classic Cars
292,37," $11,700.00 "," $9,982.00 ",Classic Cars
293,48," $11,700.00 "," $10,000.00 ",Classic Cars
294,31," $11,700.00 "," $10,000.00 ",Classic Cars
295,46," $11,700.00 "," $10,000.00 ",Classic Cars
296,47," $11,700.00 "," $10,000.00 ",Classic Cars
297,28," $11,700.00 "," $10,000.00 ",Classic Cars
298,40," $11,700.00 "," $10,000.00 ",Classic Cars
299,20," $11,700.00 "," $10,000.00 ",Classic Cars
300,39," $11,700.00 "," $10,000.00 ",Classic Cars
301,25," $11,700.00 "," $9,982.00 ",Classic Cars
302,29," $11,700.00 "," $10,000.00 ",Classic Cars
303,22," $11,700.00 "," $10,000.00 ",Classic Cars
304,22," $11,700.00 "," $10,000.00 ",Classic Cars
305,47," $11,700.00 "," $10,000.00 ",Classic Cars
306,45," $11,700.00 "," $10,000.00 ",Classic Cars
307,29," $11,700.00 "," $10,000.00 ",Classic Cars
308,24," $11,700.00 "," $10,000.00 ",Classic Cars
309,35," $11,700.00 "," $10,000.00 ",Classic Cars
310,46," $11,700.00 "," $8,363.00 ",Classic Cars
311,44," $11,700.00 "," $9,593.00 ",Classic Cars
312,34," $11,700.00 "," $9,673.00 ",Classic Cars
313,35," $11,700.00 "," $10,000.00 ",Classic Cars
314,25," $11,700.00 "," $7,238.00 ",Classic Cars
315,10," $11,700.00 "," $10,000.00 ",Classic Cars
316,29," $17,300.00 "," $10,000.00 ",Classic Cars
317,39," $17,300.00 "," $10,000.00 ",Classic Cars
318,42," $17,300.00 "," $10,000.00 ",Classic Cars
319,46," $17,300.00 "," $10,000.00 ",Classic Cars
320,49," $17,300.00 "," $10,000.00 ",Classic Cars
321,27," $17,300.00 "," $10,000.00 ",Classic Cars
322,50," $17,300.00 "," $10,000.00 ",Classic Cars
323,43," $17,300.00 "," $10,000.00 ",Classic Cars
324,38," $17,300.00 "," $10,000.00 ",Classic Cars
325,20," $17,300.00 "," $10,000.00 ",Classic Cars
326,27," $17,300.00 "," $10,000.00 ",Classic Cars
327,49," $17,300.00 "," $10,000.00 ",Classic Cars
328,27," $17,300.00 "," $10,000.00 ",Classic Cars
329,39," $17,300.00 "," $10,000.00 ",Classic Cars
330,24," $17,300.00 "," $10,000.00 ",Classic Cars
331,45," $17,300.00 "," $10,000.00 ",Classic Cars
332,20," $17,300.00 "," $10,000.00 ",Classic Cars
333,36," $17,300.00 "," $10,000.00 ",Classic Cars
334,24," $17,300.00 "," $10,000.00 ",Classic Cars
335,49," $17,300.00 "," $6,338.00 ",Classic Cars
336,26," $17,300.00 "," $10,000.00 ",Classic Cars
337,49," $17,300.00 "," $6,209.00 ",Classic Cars
338,34," $17,300.00 "," $10,000.00 ",Classic Cars
339,34," $17,300.00 "," $9,535.00 ",Classic Cars
340,33," $17,300.00 "," $10,000.00 ",Classic Cars
341,22," $17,300.00 "," $10,000.00 ",Classic Cars
342,39," $7,900.00 "," $8,938.00 ",Classic Cars
343,32," $7,900.00 "," $6,384.00 ",Classic Cars
344,24," $7,900.00 "," $7,501.00 ",Classic Cars
345,21," $7,900.00 "," $6,384.00 ",Classic Cars
346,24," $7,900.00 "," $7,342.00 ",Classic Cars
347,36," $7,900.00 "," $6,384.00 ",Classic Cars
348,20," $7,900.00 "," $8,140.00 ",Classic Cars
349,30," $7,900.00 "," $6,464.00 ",Classic Cars
350,44," $7,900.00 "," $8,299.00 ",Classic Cars
351,28," $7,900.00 "," $9,257.00 ",Classic Cars
352,37," $7,900.00 "," $7,741.00 ",Classic Cars
353,20," $7,900.00 "," $7,420.00 ",Classic Cars
354,25," $7,900.00 "," $9,017.00 ",Classic Cars
355,35," $7,900.00 "," $7,661.00 ",Classic Cars
356,38," $7,900.00 "," $8,379.00 ",Classic Cars
357,41," $7,900.00 "," $6,943.00 ",Classic Cars
358,22," $7,900.00 "," $7,661.00 ",Classic Cars
359,49," $7,900.00 "," $8,140.00 ",Classic Cars
360,38," $7,900.00 "," $7,342.00 ",Classic Cars
361,33," $7,900.00 "," $10,000.00 ",Classic Cars
362,36," $7,900.00 "," $9,356.00 ",Classic Cars
363,34," $7,900.00 "," $8,162.00 ",Classic Cars
364,24," $7,900.00 "," $6,783.00 ",Classic Cars
365,36," $7,900.00 "," $7,026.00 ",Classic Cars
366,34," $7,900.00 "," $9,017.00 ",Classic Cars
367,41," $11,800.00 "," $10,000.00 ",Trucks and Buses
368,46," $11,800.00 "," $10,000.00 ",Trucks and Buses
369,24," $11,800.00 "," $10,000.00 ",Trucks and Buses
370,21," $11,800.00 "," $10,000.00 ",Trucks and Buses
371,24," $11,800.00 "," $10,000.00 ",Trucks and Buses
372,48," $11,800.00 "," $10,000.00 ",Trucks and Buses
373,26," $11,800.00 "," $10,000.00 ",Trucks and Buses
374,37," $11,800.00 "," $10,000.00 ",Trucks and Buses
375,49," $11,800.00 "," $10,000.00 ",Trucks and Buses
376,34," $11,800.00 "," $9,954.00 ",Trucks and Buses
377,48," $11,800.00 "," $10,000.00 ",Trucks and Buses
378,36," $11,800.00 "," $10,000.00 ",Trucks and Buses
379,46," $11,800.00 "," $10,000.00 ",Trucks and Buses
380,46," $11,800.00 "," $10,000.00 ",Trucks and Buses
381,31," $11,800.00 "," $9,717.00 ",Trucks and Buses
382,41," $11,800.00 "," $10,000.00 ",Trucks and Buses
383,21," $11,800.00 "," $10,000.00 ",Trucks and Buses
384,38," $11,800.00 "," $10,000.00 ",Trucks and Buses
385,45," $11,800.00 "," $10,000.00 ",Trucks and Buses
386,26," $11,800.00 "," $5,838.00 ",Trucks and Buses
387,38," $11,800.00 "," $10,000.00 ",Trucks and Buses
388,48," $11,800.00 "," $10,000.00 ",Trucks and Buses
389,42," $11,800.00 "," $6,416.00 ",Trucks and Buses
390,49," $11,800.00 "," $3,571.00 ",Trucks and Buses
391,32," $11,800.00 "," $6,658.00 ",Trucks and Buses
392,54," $11,800.00 "," $10,000.00 ",Trucks and Buses
393,33," $11,800.00 "," $10,000.00 ",Trucks and Buses
394,36," $11,500.00 "," $10,000.00 ",Classic Cars
395,20," $11,500.00 "," $10,000.00 ",Classic Cars
396,29," $11,500.00 "," $9,789.00 ",Classic Cars
397,33," $11,500.00 "," $9,789.00 ",Classic Cars
398,50," $11,500.00 "," $10,000.00 ",Classic Cars
399,41," $11,500.00 "," $10,000.00 ",Classic Cars
400,36," $11,500.00 "," $10,000.00 ",Classic Cars
401,27," $11,500.00 "," $10,000.00 ",Classic Cars
402,47," $11,500.00 "," $10,000.00 ",Classic Cars
403,33," $11,500.00 "," $10,000.00 ",Classic Cars
404,21," $11,500.00 "," $10,000.00 ",Classic Cars
405,21," $11,500.00 "," $9,328.00 ",Classic Cars
406,41," $11,500.00 "," $10,000.00 ",Classic Cars
407,40," $11,500.00 "," $10,000.00 ",Classic Cars
408,28," $11,500.00 "," $10,000.00 ",Classic Cars
409,23," $11,500.00 "," $10,000.00 ",Classic Cars
410,23," $11,500.00 "," $10,000.00 ",Classic Cars
411,25," $11,500.00 "," $10,000.00 ",Classic Cars
412,24," $11,500.00 "," $10,000.00 ",Classic Cars
413,39," $11,500.00 "," $6,473.00 ",Classic Cars
414,55," $11,500.00 "," $7,520.00 ",Classic Cars
415,46," $11,500.00 "," $8,845.00 ",Classic Cars
416,50," $11,500.00 "," $10,000.00 ",Classic Cars
417,47," $11,500.00 "," $10,000.00 ",Classic Cars
418,97," $11,500.00 "," $9,328.00 ",Classic Cars
419,32," $11,500.00 "," $10,000.00 ",Classic Cars
420,35," $11,600.00 "," $10,000.00 ",Trucks and Buses
421,49," $11,600.00 "," $10,000.00 ",Trucks and Buses
422,38," $11,600.00 "," $10,000.00 ",Trucks and Buses
423,32," $11,600.00 "," $10,000.00 ",Trucks and Buses
424,34," $11,600.00 "," $10,000.00 ",Trucks and Buses
425,36," $11,600.00 "," $9,917.00 ",Trucks and Buses
426,48," $11,600.00 "," $9,334.00 ",Trucks and Buses
427,21," $11,600.00 "," $9,684.00 ",Trucks and Buses
428,21," $11,600.00 "," $9,334.00 ",Trucks and Buses
429,34," $11,600.00 "," $10,000.00 ",Trucks and Buses
430,46," $11,600.00 "," $10,000.00 ",Trucks and Buses
431,32," $11,600.00 "," $10,000.00 ",Trucks and Buses
432,29," $11,600.00 "," $10,000.00 ",Trucks and Buses
433,41," $11,600.00 "," $10,000.00 ",Trucks and Buses
434,43," $11,600.00 "," $9,684.00 ",Trucks and Buses
435,24," $11,600.00 "," $10,000.00 ",Trucks and Buses
436,41," $11,600.00 "," $10,000.00 ",Trucks and Buses
437,46," $11,600.00 "," $9,800.00 ",Trucks and Buses
438,32," $11,600.00 "," $10,000.00 ",Trucks and Buses
439,22," $11,600.00 "," $10,000.00 ",Trucks and Buses
440,29," $11,600.00 "," $4,025.00 ",Trucks and Buses
441,42," $11,600.00 "," $4,960.00 ",Trucks and Buses
442,39," $11,600.00 "," $9,800.00 ",Trucks and Buses
443,27," $11,600.00 "," $10,000.00 ",Trucks and Buses
444,48," $11,600.00 "," $9,800.00 ",Trucks and Buses
445,29," $11,600.00 "," $8,510.00 ",Trucks and Buses
446,27," $11,600.00 "," $10,000.00 ",Trucks and Buses
447,54," $11,600.00 "," $10,000.00 ",Trucks and Buses
448,26," $14,100.00 "," $10,000.00 ",Classic Cars
449,34," $14,100.00 "," $10,000.00 ",Classic Cars
450,25," $14,100.00 "," $10,000.00 ",Classic Cars
451,23," $14,100.00 "," $10,000.00 ",Classic Cars
452,28," $14,100.00 "," $10,000.00 ",Classic Cars
453,35," $14,100.00 "," $10,000.00 ",Classic Cars
454,44," $14,100.00 "," $10,000.00 ",Classic Cars
455,22," $14,100.00 "," $10,000.00 ",Classic Cars
456,42," $14,100.00 "," $10,000.00 ",Classic Cars
457,29," $14,100.00 "," $10,000.00 ",Classic Cars
458,32," $14,100.00 "," $10,000.00 ",Classic Cars
459,41," $14,100.00 "," $10,000.00 ",Classic Cars
460,26," $14,100.00 "," $10,000.00 ",Classic Cars
461,21," $14,100.00 "," $10,000.00 ",Classic Cars
462,34," $14,100.00 "," $10,000.00 ",Classic Cars
463,41," $14,100.00 "," $10,000.00 ",Classic Cars
464,37," $14,100.00 "," $10,000.00 ",Classic Cars
465,37," $14,100.00 "," $10,000.00 ",Classic Cars
466,41," $14,100.00 "," $10,000.00 ",Classic Cars
467,46," $14,100.00 "," $10,000.00 ",Classic Cars
468,40," $14,100.00 "," $10,000.00 ",Classic Cars
469,43," $14,100.00 "," $9,760.00 ",Classic Cars
470,30," $14,100.00 "," $8,706.00 ",Classic Cars
471,35," $14,100.00 "," $10,000.00 ",Classic Cars
472,36," $14,100.00 "," $9,377.00 ",Classic Cars
473,61," $14,100.00 "," $10,000.00 ",Classic Cars
